375,94
376,-48
377,-6
378,59
379,-102
380,124
381,-123
382,98
383,-54
384,0
385,54
386,-98
387,123
388,-124
389,102
390,-59
391,6
392,48
393,-94
394,121
395,-125
396,105
397,-65
398,12
399,42
400,-89
401,119
402,-126
403,108
404,-70
405,18
406,36
407,-85
408,117
409,-126
410,112
411,-75
412,24
413,30
414,-80
415,114
416,-127
417,114
418,-80
419,30
420,24
421,-75
422,112
423,-126
424,117
425,-85
426,36
427,18
428,-70
429,108
430,-126
431,119
432,-89
433,42
434,12
435,-65
436,105
437,-125
438,121
439,-94
440,48
441,6
442,-59
443,102
444,-124
445,123
446,-98
447,54
448,0
449,-54
450,98
451,-123
452,124
453,-102
454,59
455,-6
456,-48
457,94
458,-121
459,125
460,-105
461,65
462,-12
463,-42
464,89
465,-119
466,126
467,-108
468,70
469,-18
470,-36
471,85
472,-117
473,126
474,-112
475,75
476,-24
477,-30
478,80
479,-114
480,127
481,-114
482,80
483,-30
484,-24
485,75
486,-112
487,126
488,-117
489,85
490,-36
491,-18
492,70
493,-108
494,126
495,-119
496,89
497,-42
498,-12
499,65
500,-105
501,125
502,-121
503,94
504,-48
505,-6
506,59
507,-102
508,124
509,-123
510,98
511,-54
512,0
513,54
514,-98
515,123
516,-124
517,102
518,-59
519,6
520,48
521,-94
522,121
523,-125
524,105
525,-65
526,12
527,42
528,-89
529,119
530,-126
531,108
532,-70
533,18
534,36
535,-85
536,117
537,-126
538,112
539,-75
540,24
541,30
542,-80
543,114
544,-127
545,114
546,-80
547,30
548,24
549,-75
550,112
551,-126
552,117
553,-85
554,36
555,18
556,-70
557,108
558,-126
559,119
560,-89
561,42
562,12
563,-65
564,105
565,-125
566,121
567,-94
568,48
569,6
570,-59
571,102
572,-124
573,123
574,-98
575,54
576,0
577,-54
578,98
579,-123
580,124
581,-102
582,59
583,-6
584,-48
585,94
586,-121
587,125
588,-105
589,65
590,-12
591,-42
592,89
593,-119
594,126
595,-108
596,70
597,-18
598,-36
599,85
600,-117
601,126
602,-112
603,75
604,-24
605,-30
606,80
607,-114
608,127
609,-114
610,80
611,-30
612,-24
613,75
614,-112
615,126
616,-117
617,85
618,-36
619,-18
620,70
621,-108
622,126
623,-119
624,89
625,-42
626,-12
627,65
628,-105
629,125
630,-121
631,94
632,-48
633,-6
634,59
635,-102
636,124
637,-123
638,98
639,-54
640,0
641,54
642,-98
643,123
644,-124
645,102
646,-59
647,6
648,48
649,-94
650,121
651,-125
652,105
653,-65
654,12
655,42
656,-89
657,119
658,-126
659,108
660,-70
661,18
662,36
663,-85
664,117
665,-126
666,112
667,-75
668,24
669,30
670,-80
671,114
672,-127
673,114
674,-80
675,30
676,24
677,-75
678,112
679,-126
680,117
681,-85
682,36
683,18
684,-70
685,108
686,-126
687,119
688,-89
689,42
690,12
691,-65
692,105
693,-125
694,121
695,-94
696,48
697,6
698,-59
699,102
700,-124
701,123
702,-98
703,54
704,0
705,-54
706,98
707,-123
708,124
709,-102
710,59
711,-6
712,-48
713,94
714,-121
715,125
716,-105
717,65
718,-12
719,-42
720,89
721,-119
722,126
723,-108
724,70
725,-18
726,-36
727,85
728,-117
729,126
730,-112
731,75
732,-24
733,-30
734,80
735,-114
736,127
737,-114
738,80
739,-30
740,-24
741,75
742,-112
743,126
744,-117
745,85
746,-36
747,-18
748,70
749,-108
750,126
751,-119
752,89
753,-42
754,-12
755,65
756,-105
757,125
758,-121
759,94
760,-48
761,-6
762,59
763,-102
764,124
765,-123
766,98
767,-54
768,0
769,54
770,-98
771,123
772,-124
773,102
774,-59
775,6
776,48
777,-94
778,121
779,-125
780,105
781,-65
782,12
783,42
784,-89
785,119
786,-126
787,108
788,-70
789,18
790,36
791,-85
792,117
793,-126
794,112
795,-75
796,24
797,30
798,-80
799,114
800,-127
801,114
802,-80
803,30
804,24
805,-75
806,112
807,-126
808,117
809,-85
810,36
811,18
812,-70
813,108
814,-126
815,119
816,-89
817,42
818,12
819,-65
820,105
821,-125
822,121
823,-94
824,48
825,6
826,-59
827,102
828,-124
829,123
830,-98
831,54
832,0
833,-54
834,98
835,-123
836,124
837,-102
838,59
839,-6
840,-48
841,94
842,-121
843,125
844,-105
845,65
846,-12
847,-42
848,89
849,-119
850,126
851,-108
852,70
853,-18
854,-36
855,85
856,-117
857,126
858,-112
859,75
860,-24
861,-30
862,80
863,-114
864,127
865,-114
866,80
867,-30
868,-24
869,75
870,-112
871,126
872,-117
873,85
874,-36
875,-18
876,70
877,-108
878,126
879,-119
880,89
881,-42
882,-12
883,65
884,-105
885,125
886,-121
887,94
888,-48
889,-6
890,59
891,-102
892,124
893,-123
894,98
895,-54
896,0
897,54
898,-98
899,123
900,-124
901,102
902,-59
903,6
904,48
905,-94
906,121
907,-125
908,105
909,-65
910,12
911,42
912,-89
913,119
914,-126
915,108
916,-70
917,18
918,36
919,-85
920,117
921,-126
922,112
923,-75
924,24
925,30
926,-80
927,114
928,-127
929,114
930,-80
931,30
932,24
933,-75
934,112
935,-126
936,117
937,-85
938,36
939,18
940,-70
941,108
942,-126
943,119
944,-89
945,42
946,12
947,-65
948,105
949,-125
950,121
951,-94
952,48
953,6
954,-59
955,102
956,-124
957,123
958,-98
959,54
960,0
961,-54
962,98
963,-123
964,124
965,-102
966,59
967,-6
968,-48
969,94
970,-121
971,125
972,-105
973,65
974,-12
975,-42
976,89
977,-119
978,126
979,-108
980,70
981,-18
982,-36
983,85
984,-117
985,126
986,-112
987,75
988,-24
989,-30
990,80
991,-114
992,127
993,-114
994,80
995,-30
996,-24
997,75
998,-112
999,126
1000,-117
1001,85
1002,-36
1003,-18
1004,70
1005,-108
1006,126
1007,-119
1008,89
1009,-42
1010,-12
1011,65
1012,-105
1013,125
1014,-121
1015,94
1016,-48
1017,-6
1018,59
1019,-102
1020,124
1021,-123
1022,98
1023,-54
